intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
200000,2.22E-05,0.015974441,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021828285.1 Acidobacteria bacterium, ASM2182828v1",0735c658e537d3b3013953b39d16bbdf,0.063897764,50000,14180,6503430000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.600302006,0.877239876,0.738770941,0.877239876,FALSE,,251777,902120
350000,3.88E-05,0.018796992,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021842465.1 Proteobacteria bacterium, ASM2184246v1",d818e49bf7c2dee701152c182dd3ea73,0.131578947,50000,14181,6503380000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.61651413,0.907938633,0.762226381,0.907938633,FALSE,,251782,902120
290000,3.21E-05,0.013477089,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021845945.1 Chloroflexi bacterium, ASM2184594v1",fa687b5e21e6242d54cc374ac3f24920,0.078167116,50000,14182,6503330000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.611017973,0.885700442,0.748359207,0.885700442,FALSE,,251787,902120
240000,2.66E-05,0.014409222,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021846275.1 Acidobacteria bacterium, ASM2184627v1",69a03e1fe646dc8772024818566129c5,0.069164265,50000,14183,6503280000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.605536505,0.880554568,0.743045537,0.880554568,FALSE,,251792,902120
410000,4.54E-05,0.014836795,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021847015.1 Proteobacteria bacterium, ASM2184701v1",3260ec0450693488014381e21dfc85af,0.121661721,50000,14184,6503230000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.621176785,0.904556925,0.762866855,0.904556925,FALSE,,251797,902120
690000,7.65E-05,0.016949153,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021848085.1 Actinomycetia bacterium, ASM2184808v1",11f011694a03560544471860a07c4df5,0.233898305,50000,14185,6503180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.63676653,0.933154748,0.784960639,0.933154748,FALSE,,251802,902120
130000,1.44E-05,0.019305019,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021852245.1 Planctomycetes bacterium, ASM2185224v1",303d1cfa447c80148461a6d7279a4c4e,0.05019305,50000,14186,6503130000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.588113172,0.867213211,0.727663192,0.867213211,FALSE,,251807,902120
270000,2.99E-05,0.011111111,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022071975.1 Planctomycetes bacterium, ASM2207197v1",90672e8b489018e0e43c096ca83b96ad,0.06,50000,14187,6503080000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.60894233,0.874614607,0.741778468,0.874614607,FALSE,,251812,902120
170000,1.88E-05,0.017857143,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022072175.1 Candidatus Omnitrophica bacterium, ASM2207217v1",f57b1627d71b6dbc77f21f8e0a3df123,0.060714286,50000,14188,6503030000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.595674201,0.875107631,0.735390916,0.875107631,FALSE,,251817,902120
140000,1.55E-05,0.01312336,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022072245.1 Anaerolineae bacterium, ASM2207224v1",1acb49070da5c645ddbb0eac43af1b4f,0.036745407,50000,14189,6502980000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.590192261,0.8544297,0.722310981,0.8544297,FALSE,,251822,902120
350000,3.88E-05,0.018248175,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022241605.1 Aquimonas sp., ASM2224160v1",ff62a3f88fed65020af93bba23a9e6f1,0.127737226,50000,14190,6502930000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.61651413,0.9066584,0.761586265,0.9066584,FALSE,,251827,902120
220000,2.44E-05,0.012953368,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022340215.1 Gammaproteobacteria bacterium, ASM2234021v1",2aee47c9ca0cf3b7cd18238466cb45ce,0.056994819,50000,14191,6502880000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.603032717,0.872477158,0.737754937,0.872477158,FALSE,,251832,902120
280000,3.10E-05,0.011655012,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022340665.1 Acidobacteria bacterium, ASM2234066v1",9293b9669e1f95f34b7644aacf85ad04,0.065268065,50000,14192,6502830000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.609997805,0.878126691,0.744062248,0.878126691,FALSE,,251837,902120
770000,8.54E-05,0.014450867,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022340705.1 Betaproteobacteria bacterium, ASM2234070v1",256ea06429dbfe5606811edec6068d63,0.222543353,50000,14193,6502780000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.640101547,0.930946034,0.78552379,0.930946034,FALSE,,251842,902120
70000,7.76E-06,0.013586957,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022340715.1 bacterium BMS3Abin03, ASM2234071v1",41d09cf1dac9a38c79cd7b42038c9f3d,0.019021739,50000,14194,6502730000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.571029768,0.828055668,0.699542718,0.828055668,FALSE,,251847,902120
80000,8.87E-06,0.009328358,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022394775.1 Candidatus Poribacteria bacterium, ASM2239477v1",8a429c7807d0251884ca16dea67f55f6,0.014925373,50000,14195,6502680000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.574672308,0.818547822,0.696610065,0.818547822,FALSE,,251852,902120
250000,2.77E-05,0.011990408,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022402445.1 Cyanobacteria bacterium, ASM2240244v1",391b1f0369e3d10d2fd20a40e43ea988,0.059952038,50000,14196,6502630000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.606714755,0.874581302,0.740648029,0.874581302,FALSE,,251857,902120
80000,8.87E-06,0.009823183,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022425745.1 Rubripirellula sp., ASM2242574v1",75251ed6111e83b9bc403be1aa84f02d,0.015717092,50000,14197,6502580000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.574672308,0.82056495,0.697618629,0.82056495,FALSE,,251862,902120
80000,8.87E-06,0.008865248,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022446825.1 Pirellulaceae bacterium, ASM2244682v1",e8a691853cef265e20cbdd8db15f12fa,0.014184397,50000,14198,6502530000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.574672308,0.816565439,0.695618874,0.816565439,FALSE,,251867,902120
60000,6.65E-06,0.03968254,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022447065.1 SAR86 cluster bacterium, ASM2244706v1",faccb0de95d10e3fbda10c29ca977e6d,0.047619048,50000,14199,6502480000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.566853466,0.865041965,0.715947716,0.865041965,TRUE,,251872,902120
220000,2.44E-05,0.015151515,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022447205.1 Phycisphaerales bacterium, ASM2244720v1",d3112ff24df67e2a3bfa66932dd88287,0.066666667,50000,14200,6502430000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.603032717,0.879013721,0.741023219,0.879013721,FALSE,,251877,902120
100000,1.11E-05,0.00998004,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022447245.1 Kordia sp., ASM2244724v1",9429bd5db8d5a808328c64f8f20ebfb7,0.01996008,50000,14201,6502380000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.580811267,0.82995653,0.705383899,0.82995653,FALSE,,251882,902120
110000,1.22E-05,0.022624434,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022482365.1 Limosilactobacillus sp., ASM2248236v1",672235772fed1aa18a37223872607aed,0.049773756,50000,14202,6502330000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.583453317,0.86686686,0.725160089,0.86686686,FALSE,,251887,902120
90000,9.98E-06,0.025641026,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022486935.1 Solobacterium sp., ASM2248693v1",6b840b935a8085b5e7d5eab3620a8599,0.046153846,50000,14203,6502280000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.577904538,0.863755553,0.720830045,0.863755553,FALSE,,251892,902120
340000,3.77E-05,0.01953125,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022545455.1 Proteobacteria bacterium, ASM2254545v1",54bf461bb3e145bf9fa0212011ff4d9c,0.1328125,50000,14204,6502230000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.615663707,0.908342164,0.762002935,0.908342164,FALSE,,251897,902120
160000,1.77E-05,0.019607843,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022560695.1 Proteobacteria bacterium, ASM2256069v1",035b07d2056e97697cbf69a343112b90,0.062745098,50000,14205,6502180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.593957037,0.876479767,0.735218402,0.876479767,FALSE,,251902,902120
140000,1.55E-05,0.015060241,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022563405.1 Gemmatimonadetes bacterium, ASM2256340v1",2f4ea478b885d1e4b3ed1a5adde5ce04,0.042168675,50000,14206,6502130000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.590192261,0.860049269,0.725120765,0.860049269,FALSE,,251907,902120
140000,1.55E-05,0.015384615,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022563615.1 Planctomycetes bacterium, ASM2256361v1",5ef510a373a77d6222f320c902f282d5,0.043076923,50000,14207,6502080000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.590192261,0.860922448,0.725557355,0.860922448,FALSE,,251912,902120
410000,4.54E-05,0.022421525,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022563655.1 Proteobacteria bacterium, ASM2256365v1",870b0bdd060429501cca5021a46264d5,0.183856502,50000,14208,6502030000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.621176785,0.922518725,0.771847755,0.922518725,FALSE,,251917,902120
70000,7.76E-06,0.011286682,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022566355.1 candidate division KSB1 bacterium, ASM2256635v1",c0e953a63c315acaa0ff8708e0a3cd20,0.015801354,50000,14209,6501980000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.571029768,0.820773902,0.695901835,0.820773902,FALSE,,251922,902120
130000,1.44E-05,0.017605634,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022567555.1 Armatimonadetes bacterium, ASM2256755v1",f4b38823006c8a89e8c3027a9a6d0aaf,0.045774648,50000,14210,6501930000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.588113172,0.863416291,0.725764732,0.863416291,FALSE,,251927,902120
80000,8.87E-06,0.007331378,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022567695.1 Candidatus Poribacteria bacterium, ASM2256769v1",261893cc374a48c405270a8c68e5a939,0.011730205,50000,14211,6501880000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.574672308,0.809211735,0.691942021,0.809211735,FALSE,,251932,902120
300000,3.33E-05,0.021097046,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022570885.1 Chloroflexi bacterium, ASM2257088v1",b43d70ded6390a1f273c8565506f2a9b,0.126582278,50000,14212,6501830000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.612005172,0.906266346,0.759135759,0.906266346,FALSE,,251937,902120
210000,2.33E-05,0.020242915,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022572485.1 Myxococcales bacterium, ASM2257248v1",4e8e7fc34e3b03477e761ed0e644ccee,0.085020243,50000,14213,6501780000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.601698334,0.889252047,0.74547519,0.889252047,FALSE,,251942,902120
230000,2.55E-05,0.014367816,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022573485.1 Planctomycetes bacterium, ASM2257348v1",c900d46c12ccb9bd21bd3cdb361232a6,0.066091954,50000,14214,6501730000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.604310538,0.878651388,0.741480963,0.878651388,FALSE,,251947,902120
280000,3.10E-05,0.01146789,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022573975.1 SAR324 cluster bacterium, ASM2257397v1",698fd27f803180aede9cb47aa97d9225,0.064220183,50000,14215,6501680000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.609997805,0.877450154,0.743723979,0.877450154,FALSE,,251952,902120
110000,1.22E-05,0.0125,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022614735.1 Acidobacteria bacterium, ASM2261473v1",83cd0885989f4ecc48c54e77428bf3e6,0.0275,50000,14216,6501630000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.583453317,0.842718464,0.71308589,0.842718464,FALSE,,251957,902120
110000,1.22E-05,0.026595745,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022615475.1 candidate division NC10 bacterium, ASM2261547v1",effa75debfd90657ebb971976fb1aa36,0.058510638,50000,14217,6501580000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.583453317,0.873568362,0.72851084,0.873568362,FALSE,,251962,902120
840000,9.31E-05,0.010822511,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022616375.1 Sporichthyaceae bacterium, ASM2261637v1",58ceb83f3dd27a5dcab68d0a160fc269,0.181818182,50000,14218,6501530000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.642759245,0.922029112,0.782394179,0.922029112,FALSE,,251967,902120
210000,2.33E-05,0.008650519,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022616725.1 Verrucomicrobia subdivision 3 bacterium, ASM2261672v1",1292db57a7216f7e4c30dfab4ba51fa2,0.03633218,50000,14219,6501480000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.601698334,0.853969678,0.727834006,0.853969678,FALSE,,251972,902120
540000,5.99E-05,0.013089005,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022647565.1 Chiayiivirga sp., ASM2264756v1",3bd4963d7e7f772ef324819864edf050,0.141361257,50000,14220,6501430000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.629377084,0.911044399,0.770210742,0.911044399,FALSE,,251977,902120
490000,5.43E-05,0.01305483,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022710725.1 Verrucomicrobia bacterium, ASM2271072v1",60c6cf04ae5df06b2ab9d147c98123f8,0.127937337,50000,14221,6501380000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.62647178,0.906725986,0.766598883,0.906725986,FALSE,,251982,902120
570000,6.32E-05,0.0125,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022711355.1 Spirochaetes bacterium, ASM2271135v1",82260502f3c48b983bb91fce0d5113b5,0.1425,50000,14222,6501330000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.630999585,0.911392541,0.771196063,0.911392541,FALSE,,251987,902120
570000,6.32E-05,0.013850416,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022712115.1 Brevibacterium sp., ASM2271211v1",30ce27c1afb2e2949580c49f68a31789,0.157894737,50000,14223,6501280000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.630999585,0.915855655,0.77342762,0.915855655,FALSE,,251992,902120
90000,9.98E-06,0.015673981,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022729915.1 Draconibacterium orientale, ASM2272991v1",00d6ebd739231ee4963efdeceb1c5b0e,0.028213166,50000,14224,6501230000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.577904538,0.843746514,0.710825526,0.843746514,FALSE,,251997,902120
240000,2.66E-05,0.021186441,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022750205.1 Thermoplasmata archaeon, ASM2275020v1",4abfb2a26fe5b1df9f9bd90978044707,0.101694915,50000,14225,6501180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.605536505,0.896868013,0.751202259,0.896868013,FALSE,,252002,902120
90000,9.98E-06,0.01552795,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022771695.1 Roseburia sp., ASM2277169v1",4cc3fd3a737da9fa2a393d02576d7837,0.027950311,50000,14226,6501130000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.577904538,0.843370511,0.710637524,0.843370511,FALSE,,252007,902120
70000,7.76E-06,0.030487805,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022772735.1 Erysipelotrichaceae bacterium, ASM2277273v1",98e3de7ad571e993f294aab888290f71,0.042682927,50000,14227,6501080000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.571029768,0.860545839,0.715787804,0.860545839,FALSE,,252012,902120
150000,1.66E-05,0.018796992,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022773585.1 Selenomonas sp., ASM2277358v1",caf40498c32911e7bd1d3bc411f9cdf1,0.056390977,50000,14228,6501030000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.592134453,0.87203475,0.732084601,0.87203475,FALSE,,252017,902120
90000,9.98E-06,0.017301038,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022792555.1 Oscillospiraceae bacterium, ASM2279255v1",9d0da7c1daca1bb38178a62f85c404fc,0.031141869,50000,14229,6500980000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.577904538,0.847724057,0.712814297,0.847724057,FALSE,,252022,902120
80000,8.87E-06,0.018315018,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022793195.1 Lachnospiraceae bacterium, ASM2279319v1",8991dc43575d807142b06202c3dd0845,0.029304029,50000,14230,6500930000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.574672308,0.845272111,0.70997221,0.845272111,FALSE,,252027,902120
470000,5.21E-05,0.013623978,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022819505.1 Acidimicrobiia bacterium, ASM2281950v1",0d4b4092190a2deede725338ed3ef794,0.128065395,50000,14231,6500880000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.625229834,0.906769183,0.765999508,0.906769183,FALSE,,252032,902120
420000,4.66E-05,0.010799136,5.54E-06,5.54E-06,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022820625.1 Gammaproteobacteria bacterium, ASM2282062v1",a30a37769b2e45cb34e665014c25589c,0.090712743,50000,14232,6500830000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.621889996,0.892000622,0.756945309,0.892000622,FALSE,,252037,902120
